title_id,title_name,genre,release_year,age_rating,popularity_score,description
1561,Drama Tales 1561,Drama,1999,R,0.248,"An engaging drama story that captivates audiences. Released in 1999, this title has received critical acclaim."
1562,Fantasy Tales 1562,Fantasy,2005,R,0.358,"An engaging fantasy story that captivates audiences. Released in 2005, this title has received critical acclaim."
1563,Drama Secrets 1563,Drama,2006,PG-13,0.679,"An engaging drama story that captivates audiences. Released in 2006, this title has received critical acclaim."
1564,Sci-Fi Chronicles 1564,Sci-Fi,2017,PG-13,0.325,"An engaging sci-fi story that captivates audiences. Released in 2017, this title has received critical acclaim."
1565,Thriller Secrets 1565,Thriller,2011,PG-13,0.408,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
1566,Comedy Secrets 1566,Comedy,2016,PG,0.534,"An engaging comedy story that captivates audiences. Released in 2016, this title has received critical acclaim."
1567,Thriller Journey 1567,Thriller,2015,PG-13,0.318,"An engaging thriller story that captivates audiences. Released in 2015, this title has received critical acclaim."
1568,Documentary Tales 1568,Documentary,2012,PG,0.536,"An engaging documentary story that captivates audiences. Released in 2012, this title has received critical acclaim."
1569,Action Legacy 1569,Action,2022,NC-17,0.414,"An engaging action story that captivates audiences. Released in 2022, this title has received critical acclaim."
1570,Mystery Legacy 1570,Mystery,1997,PG-13,0.403,"An engaging mystery story that captivates audiences. Released in 1997, this title has received critical acclaim."
1571,Horror Tales 1571,Horror,2004,PG-13,0.309,"An engaging horror story that captivates audiences. Released in 2004, this title has received critical acclaim."
1572,Horror Legacy 1572,Horror,1991,PG-13,0.306,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
1573,Animation Tales 1573,Animation,2014,R,0.575,"An engaging animation story that captivates audiences. Released in 2014, this title has received critical acclaim."
1574,Animation Secrets 1574,Animation,2000,R,0.524,"An engaging animation story that captivates audiences. Released in 2000, this title has received critical acclaim."
1575,Thriller Tales 1575,Thriller,2011,R,0.483,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
1576,Drama Chronicles 1576,Drama,2004,PG,0.651,"An engaging drama story that captivates audiences. Released in 2004, this title has received critical acclaim."
1577,Romance Legacy 1577,Romance,1995,NC-17,0.248,"An engaging romance story that captivates audiences. Released in 1995, this title has received critical acclaim."
1578,Drama Legacy 1578,Drama,1994,PG,0.449,"An engaging drama story that captivates audiences. Released in 1994, this title has received critical acclaim."
1579,Fantasy Secrets 1579,Fantasy,2011,PG-13,0.585,"An engaging fantasy story that captivates audiences. Released in 2011, this title has received critical acclaim."
1580,Comedy Legacy 1580,Comedy,1990,R,0.657,"An engaging comedy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1581,Crime Secrets 1581,Crime,2012,PG,0.109,"An engaging crime story that captivates audiences. Released in 2012, this title has received critical acclaim."
1582,Fantasy Secrets 1582,Fantasy,1996,PG,0.185,"An engaging fantasy story that captivates audiences. Released in 1996, this title has received critical acclaim."
1583,Romance Quest 1583,Romance,2015,R,0.629,"An engaging romance story that captivates audiences. Released in 2015, this title has received critical acclaim."
1584,Thriller Secrets 1584,Thriller,2012,R,0.382,"An engaging thriller story that captivates audiences. Released in 2012, this title has received critical acclaim."
1585,Action Chronicles 1585,Action,2021,PG,0.132,"An engaging action story that captivates audiences. Released in 2021, this title has received critical acclaim."
1586,Horror Tales 1586,Horror,1995,PG-13,0.318,"An engaging horror story that captivates audiences. Released in 1995, this title has received critical acclaim."
1587,Romance Tales 1587,Romance,2005,PG,0.666,"An engaging romance story that captivates audiences. Released in 2005, this title has received critical acclaim."
1588,Drama Secrets 1588,Drama,2017,PG-13,0.601,"An engaging drama story that captivates audiences. Released in 2017, this title has received critical acclaim."
1589,Crime Secrets 1589,Crime,2008,R,0.566,"An engaging crime story that captivates audiences. Released in 2008, this title has received critical acclaim."
1590,Sci-Fi Secrets 1590,Sci-Fi,1995,R,0.469,"An engaging sci-fi story that captivates audiences. Released in 1995, this title has received critical acclaim."
1591,Mystery Tales 1591,Mystery,1999,PG,0.256,"An engaging mystery story that captivates audiences. Released in 1999, this title has received critical acclaim."
1592,Romance Quest 1592,Romance,1990,R,0.384,"An engaging romance story that captivates audiences. Released in 1990, this title has received critical acclaim."
1593,Sci-Fi Legacy 1593,Sci-Fi,2007,PG-13,0.581,"An engaging sci-fi story that captivates audiences. Released in 2007, this title has received critical acclaim."
1594,Action Quest 1594,Action,2019,R,0.659,"An engaging action story that captivates audiences. Released in 2019, this title has received critical acclaim."
1595,Comedy Journey 1595,Comedy,2010,PG-13,0.559,"An engaging comedy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1596,Drama Quest 1596,Drama,2002,PG-13,0.202,"An engaging drama story that captivates audiences. Released in 2002, this title has received critical acclaim."
1597,Comedy Quest 1597,Comedy,2004,PG,0.569,"An engaging comedy story that captivates audiences. Released in 2004, this title has received critical acclaim."
1598,Animation Secrets 1598,Animation,2020,PG-13,0.17,"An engaging animation story that captivates audiences. Released in 2020, this title has received critical acclaim."
1599,Crime Secrets 1599,Crime,2002,PG-13,0.486,"An engaging crime story that captivates audiences. Released in 2002, this title has received critical acclaim."
1600,Comedy Chronicles 1600,Comedy,1993,R,0.259,"An engaging comedy story that captivates audiences. Released in 1993, this title has received critical acclaim."
1601,Crime Chronicles 1601,Crime,2005,PG-13,0.123,"An engaging crime story that captivates audiences. Released in 2005, this title has received critical acclaim."
1602,Fantasy Tales 1602,Fantasy,2016,PG-13,0.236,"An engaging fantasy story that captivates audiences. Released in 2016, this title has received critical acclaim."
1603,Horror Quest 1603,Horror,2004,G,0.309,"An engaging horror story that captivates audiences. Released in 2004, this title has received critical acclaim."
1604,Comedy Quest 1604,Comedy,2012,PG-13,0.494,"An engaging comedy story that captivates audiences. Released in 2012, this title has received critical acclaim."
1605,Mystery Journey 1605,Mystery,2020,PG,0.533,"An engaging mystery story that captivates audiences. Released in 2020, this title has received critical acclaim."
1606,Thriller Secrets 1606,Thriller,2017,G,0.584,"An engaging thriller story that captivates audiences. Released in 2017, this title has received critical acclaim."
1607,Documentary Secrets 1607,Documentary,2004,PG-13,0.634,"An engaging documentary story that captivates audiences. Released in 2004, this title has received critical acclaim."
1608,Romance Secrets 1608,Romance,2007,PG,0.325,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
1609,Animation Legacy 1609,Animation,2021,PG-13,0.51,"An engaging animation story that captivates audiences. Released in 2021, this title has received critical acclaim."
1610,Action Legacy 1610,Action,2017,R,0.673,"An engaging action story that captivates audiences. Released in 2017, this title has received critical acclaim."
1611,Mystery Legacy 1611,Mystery,2015,PG-13,0.337,"An engaging mystery story that captivates audiences. Released in 2015, this title has received critical acclaim."
1612,Animation Journey 1612,Animation,2010,PG,0.119,"An engaging animation story that captivates audiences. Released in 2010, this title has received critical acclaim."
1613,Drama Legacy 1613,Drama,1996,PG-13,0.208,"An engaging drama story that captivates audiences. Released in 1996, this title has received critical acclaim."
1614,Animation Quest 1614,Animation,2007,PG,0.19,"An engaging animation story that captivates audiences. Released in 2007, this title has received critical acclaim."
1615,Crime Journey 1615,Crime,1996,PG-13,0.175,"An engaging crime story that captivates audiences. Released in 1996, this title has received critical acclaim."
1616,Drama Secrets 1616,Drama,1993,PG-13,0.407,"An engaging drama story that captivates audiences. Released in 1993, this title has received critical acclaim."
1617,Crime Tales 1617,Crime,2005,PG-13,0.633,"An engaging crime story that captivates audiences. Released in 2005, this title has received critical acclaim."
1618,Fantasy Secrets 1618,Fantasy,2003,NC-17,0.284,"An engaging fantasy story that captivates audiences. Released in 2003, this title has received critical acclaim."
1619,Horror Quest 1619,Horror,2000,PG-13,0.686,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
1620,Animation Journey 1620,Animation,1991,PG-13,0.384,"An engaging animation story that captivates audiences. Released in 1991, this title has received critical acclaim."
1621,Fantasy Tales 1621,Fantasy,1997,G,0.218,"An engaging fantasy story that captivates audiences. Released in 1997, this title has received critical acclaim."
1622,Comedy Quest 1622,Comedy,2014,PG-13,0.237,"An engaging comedy story that captivates audiences. Released in 2014, this title has received critical acclaim."
1623,Fantasy Journey 1623,Fantasy,1990,PG-13,0.59,"An engaging fantasy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1624,Sci-Fi Quest 1624,Sci-Fi,2013,PG,0.674,"An engaging sci-fi story that captivates audiences. Released in 2013, this title has received critical acclaim."
1625,Sci-Fi Secrets 1625,Sci-Fi,1998,PG-13,0.604,"An engaging sci-fi story that captivates audiences. Released in 1998, this title has received critical acclaim."
1626,Animation Chronicles 1626,Animation,2014,R,0.445,"An engaging animation story that captivates audiences. Released in 2014, this title has received critical acclaim."
1627,Sci-Fi Legacy 1627,Sci-Fi,2020,G,0.615,"An engaging sci-fi story that captivates audiences. Released in 2020, this title has received critical acclaim."
1628,Animation Legacy 1628,Animation,2012,PG-13,0.241,"An engaging animation story that captivates audiences. Released in 2012, this title has received critical acclaim."
1629,Mystery Journey 1629,Mystery,2002,R,0.139,"An engaging mystery story that captivates audiences. Released in 2002, this title has received critical acclaim."
1630,Sci-Fi Quest 1630,Sci-Fi,2017,NC-17,0.253,"An engaging sci-fi story that captivates audiences. Released in 2017, this title has received critical acclaim."
1631,Romance Legacy 1631,Romance,2008,PG-13,0.278,"An engaging romance story that captivates audiences. Released in 2008, this title has received critical acclaim."
1632,Drama Quest 1632,Drama,2020,G,0.516,"An engaging drama story that captivates audiences. Released in 2020, this title has received critical acclaim."
1633,Comedy Secrets 1633,Comedy,2020,PG-13,0.199,"An engaging comedy story that captivates audiences. Released in 2020, this title has received critical acclaim."
1634,Horror Chronicles 1634,Horror,1991,PG-13,0.641,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
1635,Comedy Legacy 1635,Comedy,2015,PG,0.598,"An engaging comedy story that captivates audiences. Released in 2015, this title has received critical acclaim."
1636,Comedy Quest 1636,Comedy,2001,R,0.177,"An engaging comedy story that captivates audiences. Released in 2001, this title has received critical acclaim."
1637,Romance Chronicles 1637,Romance,2004,R,0.148,"An engaging romance story that captivates audiences. Released in 2004, this title has received critical acclaim."
1638,Crime Quest 1638,Crime,1999,G,0.492,"An engaging crime story that captivates audiences. Released in 1999, this title has received critical acclaim."
1639,Comedy Journey 1639,Comedy,2015,PG-13,0.173,"An engaging comedy story that captivates audiences. Released in 2015, this title has received critical acclaim."
1640,Horror Journey 1640,Horror,2017,G,0.477,"An engaging horror story that captivates audiences. Released in 2017, this title has received critical acclaim."
1641,Drama Tales 1641,Drama,2002,PG-13,0.376,"An engaging drama story that captivates audiences. Released in 2002, this title has received critical acclaim."
1642,Action Journey 1642,Action,2017,G,0.632,"An engaging action story that captivates audiences. Released in 2017, this title has received critical acclaim."
1643,Comedy Secrets 1643,Comedy,2003,R,0.274,"An engaging comedy story that captivates audiences. Released in 2003, this title has received critical acclaim."
1644,Thriller Secrets 1644,Thriller,2000,PG-13,0.212,"An engaging thriller story that captivates audiences. Released in 2000, this title has received critical acclaim."
1645,Sci-Fi Journey 1645,Sci-Fi,2021,R,0.543,"An engaging sci-fi story that captivates audiences. Released in 2021, this title has received critical acclaim."
1646,Documentary Tales 1646,Documentary,1990,R,0.582,"An engaging documentary story that captivates audiences. Released in 1990, this title has received critical acclaim."
1647,Crime Tales 1647,Crime,2008,PG-13,0.257,"An engaging crime story that captivates audiences. Released in 2008, this title has received critical acclaim."
1648,Fantasy Journey 1648,Fantasy,2005,PG-13,0.157,"An engaging fantasy story that captivates audiences. Released in 2005, this title has received critical acclaim."
1649,Animation Legacy 1649,Animation,2023,PG,0.442,"An engaging animation story that captivates audiences. Released in 2023, this title has received critical acclaim."
1650,Romance Quest 1650,Romance,1997,NC-17,0.63,"An engaging romance story that captivates audiences. Released in 1997, this title has received critical acclaim."
1651,Documentary Secrets 1651,Documentary,2012,PG-13,0.203,"An engaging documentary story that captivates audiences. Released in 2012, this title has received critical acclaim."
1652,Documentary Chronicles 1652,Documentary,2015,PG-13,0.292,"An engaging documentary story that captivates audiences. Released in 2015, this title has received critical acclaim."
1653,Action Journey 1653,Action,2003,PG-13,0.508,"An engaging action story that captivates audiences. Released in 2003, this title has received critical acclaim."
1654,Comedy Chronicles 1654,Comedy,2017,R,0.277,"An engaging comedy story that captivates audiences. Released in 2017, this title has received critical acclaim."
1655,Action Chronicles 1655,Action,2018,PG,0.375,"An engaging action story that captivates audiences. Released in 2018, this title has received critical acclaim."
1656,Comedy Journey 1656,Comedy,2009,PG-13,0.59,"An engaging comedy story that captivates audiences. Released in 2009, this title has received critical acclaim."
1657,Fantasy Journey 1657,Fantasy,2003,R,0.631,"An engaging fantasy story that captivates audiences. Released in 2003, this title has received critical acclaim."
1658,Crime Tales 1658,Crime,1991,PG-13,0.571,"An engaging crime story that captivates audiences. Released in 1991, this title has received critical acclaim."
1659,Documentary Legacy 1659,Documentary,2020,G,0.425,"An engaging documentary story that captivates audiences. Released in 2020, this title has received critical acclaim."
1660,Crime Legacy 1660,Crime,2008,PG,0.689,"An engaging crime story that captivates audiences. Released in 2008, this title has received critical acclaim."
1661,Documentary Chronicles 1661,Documentary,2014,PG-13,0.699,"An engaging documentary story that captivates audiences. Released in 2014, this title has received critical acclaim."
1662,Crime Tales 1662,Crime,2000,R,0.623,"An engaging crime story that captivates audiences. Released in 2000, this title has received critical acclaim."
1663,Sci-Fi Secrets 1663,Sci-Fi,1995,G,0.671,"An engaging sci-fi story that captivates audiences. Released in 1995, this title has received critical acclaim."
1664,Animation Legacy 1664,Animation,2002,PG,0.538,"An engaging animation story that captivates audiences. Released in 2002, this title has received critical acclaim."
1665,Documentary Journey 1665,Documentary,2020,PG-13,0.647,"An engaging documentary story that captivates audiences. Released in 2020, this title has received critical acclaim."
1666,Romance Secrets 1666,Romance,2011,PG-13,0.12,"An engaging romance story that captivates audiences. Released in 2011, this title has received critical acclaim."
1667,Animation Legacy 1667,Animation,2007,PG-13,0.334,"An engaging animation story that captivates audiences. Released in 2007, this title has received critical acclaim."
1668,Crime Legacy 1668,Crime,1998,PG,0.226,"An engaging crime story that captivates audiences. Released in 1998, this title has received critical acclaim."
1669,Mystery Tales 1669,Mystery,2005,R,0.165,"An engaging mystery story that captivates audiences. Released in 2005, this title has received critical acclaim."
1670,Action Secrets 1670,Action,2000,R,0.51,"An engaging action story that captivates audiences. Released in 2000, this title has received critical acclaim."
1671,Action Chronicles 1671,Action,2005,PG-13,0.672,"An engaging action story that captivates audiences. Released in 2005, this title has received critical acclaim."
1672,Action Secrets 1672,Action,2011,R,0.504,"An engaging action story that captivates audiences. Released in 2011, this title has received critical acclaim."
1673,Romance Secrets 1673,Romance,2001,PG-13,0.162,"An engaging romance story that captivates audiences. Released in 2001, this title has received critical acclaim."
1674,Horror Quest 1674,Horror,1995,PG-13,0.65,"An engaging horror story that captivates audiences. Released in 1995, this title has received critical acclaim."
1675,Sci-Fi Tales 1675,Sci-Fi,1992,R,0.104,"An engaging sci-fi story that captivates audiences. Released in 1992, this title has received critical acclaim."
1676,Sci-Fi Legacy 1676,Sci-Fi,1996,R,0.235,"An engaging sci-fi story that captivates audiences. Released in 1996, this title has received critical acclaim."
1677,Comedy Quest 1677,Comedy,2008,R,0.692,"An engaging comedy story that captivates audiences. Released in 2008, this title has received critical acclaim."
1678,Horror Journey 1678,Horror,2019,PG,0.31,"An engaging horror story that captivates audiences. Released in 2019, this title has received critical acclaim."
1679,Fantasy Secrets 1679,Fantasy,1991,R,0.257,"An engaging fantasy story that captivates audiences. Released in 1991, this title has received critical acclaim."
1680,Mystery Chronicles 1680,Mystery,2009,PG-13,0.32,"An engaging mystery story that captivates audiences. Released in 2009, this title has received critical acclaim."
1681,Romance Tales 1681,Romance,2007,R,0.263,"An engaging romance story that captivates audiences. Released in 2007, this title has received critical acclaim."
1682,Mystery Quest 1682,Mystery,2013,PG,0.358,"An engaging mystery story that captivates audiences. Released in 2013, this title has received critical acclaim."
1683,Sci-Fi Secrets 1683,Sci-Fi,2023,PG-13,0.592,"An engaging sci-fi story that captivates audiences. Released in 2023, this title has received critical acclaim."
1684,Mystery Tales 1684,Mystery,2001,PG-13,0.394,"An engaging mystery story that captivates audiences. Released in 2001, this title has received critical acclaim."
1685,Documentary Quest 1685,Documentary,2006,R,0.212,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
1686,Thriller Secrets 1686,Thriller,2016,PG,0.187,"An engaging thriller story that captivates audiences. Released in 2016, this title has received critical acclaim."
1687,Drama Tales 1687,Drama,2006,R,0.448,"An engaging drama story that captivates audiences. Released in 2006, this title has received critical acclaim."
1688,Drama Legacy 1688,Drama,1995,G,0.433,"An engaging drama story that captivates audiences. Released in 1995, this title has received critical acclaim."
1689,Romance Secrets 1689,Romance,2015,R,0.526,"An engaging romance story that captivates audiences. Released in 2015, this title has received critical acclaim."
1690,Sci-Fi Quest 1690,Sci-Fi,2023,PG,0.299,"An engaging sci-fi story that captivates audiences. Released in 2023, this title has received critical acclaim."
1691,Crime Journey 1691,Crime,2003,R,0.282,"An engaging crime story that captivates audiences. Released in 2003, this title has received critical acclaim."
1692,Sci-Fi Journey 1692,Sci-Fi,2005,PG-13,0.28,"An engaging sci-fi story that captivates audiences. Released in 2005, this title has received critical acclaim."
1693,Thriller Tales 1693,Thriller,1995,R,0.213,"An engaging thriller story that captivates audiences. Released in 1995, this title has received critical acclaim."
1694,Documentary Tales 1694,Documentary,2006,R,0.674,"An engaging documentary story that captivates audiences. Released in 2006, this title has received critical acclaim."
1695,Romance Journey 1695,Romance,2008,PG,0.513,"An engaging romance story that captivates audiences. Released in 2008, this title has received critical acclaim."
1696,Crime Chronicles 1696,Crime,2007,R,0.584,"An engaging crime story that captivates audiences. Released in 2007, this title has received critical acclaim."
1697,Mystery Legacy 1697,Mystery,2004,PG-13,0.115,"An engaging mystery story that captivates audiences. Released in 2004, this title has received critical acclaim."
1698,Romance Quest 1698,Romance,1995,PG,0.697,"An engaging romance story that captivates audiences. Released in 1995, this title has received critical acclaim."
1699,Crime Secrets 1699,Crime,2000,PG-13,0.634,"An engaging crime story that captivates audiences. Released in 2000, this title has received critical acclaim."
1700,Romance Quest 1700,Romance,2009,PG-13,0.587,"An engaging romance story that captivates audiences. Released in 2009, this title has received critical acclaim."
1701,Fantasy Secrets 1701,Fantasy,2008,PG-13,0.541,"An engaging fantasy story that captivates audiences. Released in 2008, this title has received critical acclaim."
1702,Animation Secrets 1702,Animation,2010,G,0.639,"An engaging animation story that captivates audiences. Released in 2010, this title has received critical acclaim."
1703,Action Chronicles 1703,Action,2012,G,0.176,"An engaging action story that captivates audiences. Released in 2012, this title has received critical acclaim."
1704,Sci-Fi Secrets 1704,Sci-Fi,1994,R,0.499,"An engaging sci-fi story that captivates audiences. Released in 1994, this title has received critical acclaim."
1705,Comedy Quest 1705,Comedy,2002,PG,0.679,"An engaging comedy story that captivates audiences. Released in 2002, this title has received critical acclaim."
1706,Animation Tales 1706,Animation,2006,PG-13,0.585,"An engaging animation story that captivates audiences. Released in 2006, this title has received critical acclaim."
1707,Fantasy Quest 1707,Fantasy,2013,R,0.313,"An engaging fantasy story that captivates audiences. Released in 2013, this title has received critical acclaim."
1708,Animation Chronicles 1708,Animation,2013,G,0.363,"An engaging animation story that captivates audiences. Released in 2013, this title has received critical acclaim."
1709,Thriller Legacy 1709,Thriller,2023,PG-13,0.657,"An engaging thriller story that captivates audiences. Released in 2023, this title has received critical acclaim."
1710,Thriller Journey 1710,Thriller,2015,PG-13,0.294,"An engaging thriller story that captivates audiences. Released in 2015, this title has received critical acclaim."
1711,Animation Secrets 1711,Animation,1995,PG,0.349,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
1712,Animation Chronicles 1712,Animation,1995,R,0.606,"An engaging animation story that captivates audiences. Released in 1995, this title has received critical acclaim."
1713,Fantasy Secrets 1713,Fantasy,2017,PG,0.198,"An engaging fantasy story that captivates audiences. Released in 2017, this title has received critical acclaim."
1714,Horror Journey 1714,Horror,2004,R,0.236,"An engaging horror story that captivates audiences. Released in 2004, this title has received critical acclaim."
1715,Mystery Journey 1715,Mystery,2006,PG-13,0.101,"An engaging mystery story that captivates audiences. Released in 2006, this title has received critical acclaim."
1716,Action Chronicles 1716,Action,2016,PG,0.21,"An engaging action story that captivates audiences. Released in 2016, this title has received critical acclaim."
1717,Action Legacy 1717,Action,1995,PG-13,0.139,"An engaging action story that captivates audiences. Released in 1995, this title has received critical acclaim."
1718,Crime Chronicles 1718,Crime,2014,PG,0.538,"An engaging crime story that captivates audiences. Released in 2014, this title has received critical acclaim."
1719,Romance Legacy 1719,Romance,2002,PG,0.695,"An engaging romance story that captivates audiences. Released in 2002, this title has received critical acclaim."
1720,Comedy Secrets 1720,Comedy,1995,PG-13,0.334,"An engaging comedy story that captivates audiences. Released in 1995, this title has received critical acclaim."
1721,Romance Journey 1721,Romance,2001,NC-17,0.458,"An engaging romance story that captivates audiences. Released in 2001, this title has received critical acclaim."
1722,Fantasy Journey 1722,Fantasy,2004,PG-13,0.558,"An engaging fantasy story that captivates audiences. Released in 2004, this title has received critical acclaim."
1723,Drama Chronicles 1723,Drama,2004,G,0.198,"An engaging drama story that captivates audiences. Released in 2004, this title has received critical acclaim."
1724,Animation Secrets 1724,Animation,2003,PG-13,0.115,"An engaging animation story that captivates audiences. Released in 2003, this title has received critical acclaim."
1725,Action Chronicles 1725,Action,2013,PG-13,0.447,"An engaging action story that captivates audiences. Released in 2013, this title has received critical acclaim."
1726,Horror Tales 1726,Horror,1991,PG,0.145,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
1727,Mystery Secrets 1727,Mystery,2023,PG,0.263,"An engaging mystery story that captivates audiences. Released in 2023, this title has received critical acclaim."
1728,Crime Tales 1728,Crime,1996,PG,0.291,"An engaging crime story that captivates audiences. Released in 1996, this title has received critical acclaim."
1729,Sci-Fi Chronicles 1729,Sci-Fi,2017,G,0.571,"An engaging sci-fi story that captivates audiences. Released in 2017, this title has received critical acclaim."
1730,Action Legacy 1730,Action,1999,R,0.361,"An engaging action story that captivates audiences. Released in 1999, this title has received critical acclaim."
1731,Fantasy Quest 1731,Fantasy,2017,R,0.313,"An engaging fantasy story that captivates audiences. Released in 2017, this title has received critical acclaim."
1732,Crime Chronicles 1732,Crime,1994,R,0.212,"An engaging crime story that captivates audiences. Released in 1994, this title has received critical acclaim."
1733,Comedy Secrets 1733,Comedy,2016,PG,0.265,"An engaging comedy story that captivates audiences. Released in 2016, this title has received critical acclaim."
1734,Horror Chronicles 1734,Horror,2023,PG,0.212,"An engaging horror story that captivates audiences. Released in 2023, this title has received critical acclaim."
1735,Thriller Chronicles 1735,Thriller,2006,PG,0.455,"An engaging thriller story that captivates audiences. Released in 2006, this title has received critical acclaim."
1736,Action Journey 1736,Action,1990,PG-13,0.229,"An engaging action story that captivates audiences. Released in 1990, this title has received critical acclaim."
1737,Romance Secrets 1737,Romance,1998,PG-13,0.466,"An engaging romance story that captivates audiences. Released in 1998, this title has received critical acclaim."
1738,Documentary Quest 1738,Documentary,2013,R,0.261,"An engaging documentary story that captivates audiences. Released in 2013, this title has received critical acclaim."
1739,Thriller Quest 1739,Thriller,2007,R,0.609,"An engaging thriller story that captivates audiences. Released in 2007, this title has received critical acclaim."
1740,Horror Quest 1740,Horror,2005,R,0.106,"An engaging horror story that captivates audiences. Released in 2005, this title has received critical acclaim."
1741,Crime Journey 1741,Crime,2004,PG-13,0.236,"An engaging crime story that captivates audiences. Released in 2004, this title has received critical acclaim."
1742,Sci-Fi Quest 1742,Sci-Fi,2012,PG-13,0.147,"An engaging sci-fi story that captivates audiences. Released in 2012, this title has received critical acclaim."
1743,Thriller Journey 1743,Thriller,2018,PG-13,0.401,"An engaging thriller story that captivates audiences. Released in 2018, this title has received critical acclaim."
1744,Documentary Legacy 1744,Documentary,2007,PG-13,0.26,"An engaging documentary story that captivates audiences. Released in 2007, this title has received critical acclaim."
1745,Fantasy Legacy 1745,Fantasy,2019,PG-13,0.477,"An engaging fantasy story that captivates audiences. Released in 2019, this title has received critical acclaim."
1746,Sci-Fi Tales 1746,Sci-Fi,2002,PG-13,0.17,"An engaging sci-fi story that captivates audiences. Released in 2002, this title has received critical acclaim."
1747,Mystery Chronicles 1747,Mystery,2022,PG,0.112,"An engaging mystery story that captivates audiences. Released in 2022, this title has received critical acclaim."
1748,Horror Chronicles 1748,Horror,2002,PG-13,0.261,"An engaging horror story that captivates audiences. Released in 2002, this title has received critical acclaim."
1749,Fantasy Tales 1749,Fantasy,2004,PG-13,0.513,"An engaging fantasy story that captivates audiences. Released in 2004, this title has received critical acclaim."
1750,Crime Journey 1750,Crime,2019,PG-13,0.542,"An engaging crime story that captivates audiences. Released in 2019, this title has received critical acclaim."
1751,Sci-Fi Chronicles 1751,Sci-Fi,1998,R,0.222,"An engaging sci-fi story that captivates audiences. Released in 1998, this title has received critical acclaim."
1752,Documentary Journey 1752,Documentary,2023,PG-13,0.136,"An engaging documentary story that captivates audiences. Released in 2023, this title has received critical acclaim."
1753,Fantasy Journey 1753,Fantasy,2010,R,0.684,"An engaging fantasy story that captivates audiences. Released in 2010, this title has received critical acclaim."
1754,Action Tales 1754,Action,2000,G,0.52,"An engaging action story that captivates audiences. Released in 2000, this title has received critical acclaim."
1755,Animation Quest 1755,Animation,1997,PG-13,0.423,"An engaging animation story that captivates audiences. Released in 1997, this title has received critical acclaim."
1756,Thriller Quest 1756,Thriller,2017,PG,0.218,"An engaging thriller story that captivates audiences. Released in 2017, this title has received critical acclaim."
1757,Thriller Quest 1757,Thriller,2004,PG,0.487,"An engaging thriller story that captivates audiences. Released in 2004, this title has received critical acclaim."
1758,Documentary Tales 1758,Documentary,2022,G,0.614,"An engaging documentary story that captivates audiences. Released in 2022, this title has received critical acclaim."
1759,Horror Legacy 1759,Horror,2011,PG,0.331,"An engaging horror story that captivates audiences. Released in 2011, this title has received critical acclaim."
1760,Sci-Fi Quest 1760,Sci-Fi,2013,PG-13,0.391,"An engaging sci-fi story that captivates audiences. Released in 2013, this title has received critical acclaim."
1761,Mystery Quest 1761,Mystery,1993,R,0.288,"An engaging mystery story that captivates audiences. Released in 1993, this title has received critical acclaim."
1762,Crime Chronicles 1762,Crime,2017,PG-13,0.676,"An engaging crime story that captivates audiences. Released in 2017, this title has received critical acclaim."
1763,Thriller Legacy 1763,Thriller,2011,G,0.645,"An engaging thriller story that captivates audiences. Released in 2011, this title has received critical acclaim."
1764,Fantasy Journey 1764,Fantasy,2023,PG,0.235,"An engaging fantasy story that captivates audiences. Released in 2023, this title has received critical acclaim."
1765,Fantasy Secrets 1765,Fantasy,1990,PG-13,0.531,"An engaging fantasy story that captivates audiences. Released in 1990, this title has received critical acclaim."
1766,Mystery Tales 1766,Mystery,2015,PG,0.277,"An engaging mystery story that captivates audiences. Released in 2015, this title has received critical acclaim."
1767,Horror Legacy 1767,Horror,1991,NC-17,0.277,"An engaging horror story that captivates audiences. Released in 1991, this title has received critical acclaim."
1768,Horror Quest 1768,Horror,2000,PG-13,0.14,"An engaging horror story that captivates audiences. Released in 2000, this title has received critical acclaim."
1769,Crime Journey 1769,Crime,1996,PG-13,0.478,"An engaging crime story that captivates audiences. Released in 1996, this title has received critical acclaim."
1770,Mystery Tales 1770,Mystery,1997,R,0.232,"An engaging mystery story that captivates audiences. Released in 1997, this title has received critical acclaim."
1771,Sci-Fi Tales 1771,Sci-Fi,2016,R,0.599,"An engaging sci-fi story that captivates audiences. Released in 2016, this title has received critical acclaim."
1772,Action Quest 1772,Action,1999,PG-13,0.626,"An engaging action story that captivates audiences. Released in 1999, this title has received critical acclaim."
1773,Mystery Tales 1773,Mystery,2011,PG-13,0.253,"An engaging mystery story that captivates audiences. Released in 2011, this title has received critical acclaim."
